,date,sensor_index,location_type.x,community,latitude,longitude,daily_PM,daily_RH,Smoke
1744,2/11/23,87741,0,west town,41.90011,-87.68288,8.132032123,35.5349162,None
1745,2/11/23,124649,0,east side,41.68474,-87.53683,1.714075104,37.68428373,None
1746,2/11/23,8476,0,near south side,41.861206,-87.62989,4.381669054,53.76934097,None
1747,2/11/23,151188,0,near north side,41.897343,-87.62692,8.861743375,31.71687587,None
1748,2/11/23,133664,1,near south side,41.8595,-87.6205,1.746381944,29.86666667,None
1749,2/11/23,5774,0,south lawndale,41.840347,-87.73412,4.294620787,33.54775281,None
1750,2/11/23,124679,0,south chicago,41.74125,-87.55403,2.088172119,41.43527738,None
1751,2/11/23,124685,0,edgewater,41.991535,-87.6575,2351.765286,34.50906555,None
1752,2/11/23,120369,0,NA,41.79734,-87.876686,1.253958333,40.84722222,None
1753,2/11/23,7920,0,south lawndale,41.849483,-87.69537,7.658233618,38.04843305,None
1754,2/11/23,96035,0,mckinley park,41.828648,-87.66791,3.405152778,41.02777778,None
1755,2/11/23,56135,0,humboldt park,41.902527,-87.73614,3.49079562,39.10948905,None
1756,2/11/23,140102,0,brighton park,41.82193,-87.69146,7.569166667,45.15208333,None
1757,2/11/23,124715,1,north park,41.980335,-87.71664,0.431666667,9.447222222,None
1758,2/11/23,137622,1,edgewater,41.998116,-87.65649,0.312809458,9.21418637,None
1759,2/11/23,6546,1,lower west side,41.856613,-87.6818,20.63532033,21.43314763,None
1760,2/11/23,3499,0,west town,41.892696,-87.68569,8.194286713,42.83776224,None
1761,2/11/23,96079,0,new city,41.81229,-87.66579,7.849815864,37.94192635,None
1762,2/11/23,45359,1,west ridge,41.993645,-87.69304,12.37727778,14.275,None
1763,2/11/23,166645,1,near north side,41.897373,-87.627304,1.328402778,14.22777778,None
1764,2/11/23,128349,0,south deering,41.7118,-87.55293,1.795319889,42.65646732,None
1765,2/11/23,52011,0,west town,41.911945,-87.66863,3.514742698,32.52573018,None
1766,2/11/23,4404,0,NA,42.02362,-87.76341,4.722625,33.83888889,None
1767,2/11/23,168725,1,uptown,41.9582,-87.65544,0.808442281,23.69262865,None
1768,2/11/23,51933,0,jefferson park,41.981876,-87.7778,6.090621508,39.43994413,None
1769,2/11/23,124677,0,edgewater,41.99066,-87.66854,1.241125,35.99444444,None
1770,2/11/23,140390,1,uptown,41.975258,-87.67274,0.548984701,24.33518776,None
1771,2/11/23,45079,1,NA,42.0225,-87.76374,0.080527778,28.23055556,None
1772,2/11/23,109598,0,west town,41.89003,-87.65576,7.88375,32.84179688,None
1773,2/11/23,148029,0,irving park,41.9475,-87.71516,6.000020833,37.30902778,None
1774,2/11/23,150066,0,rogers park,42.00173,-87.658134,5.815504202,38.87394958,None
1775,2/11/23,39173,0,west lawn,41.76776,-87.73013,4.234923505,41.11543811,None
1776,2/11/23,4395,0,west ridge,41.99568,-87.69189,4.855368567,29.84979138,None
1777,2/11/23,57579,1,edgewater,41.991753,-87.657234,0.829166667,23.875,None
1778,2/11/23,43955,1,west ridge,41.993675,-87.6932,7.902347222,17.54930556,None
1779,2/11/23,94003,0,mckinley park,41.824825,-87.675125,7.194874126,42.88111888,None
1780,2/11/23,101643,0,north park,41.980278,-87.71708,6.130493741,45.91376912,None
1781,2/11/23,124759,1,north park,41.98036,-87.716576,0.028275382,8.823365786,None
1782,2/11/23,151082,0,rogers park,41.998966,-87.65796,6.521884562,40.26425591,None
1783,2/11/23,124513,1,irving park,41.95386,-87.71078,0.658166667,22.29166667,None
1784,2/11/23,124737,0,edgewater,41.994427,-87.66211,0.937183588,34.8511822,None
1785,2/12/23,124649,0,east side,41.68474,-87.53683,2.430431755,36.55431755,None
1786,2/12/23,36901,1,loop,41.88437,-87.61652,2.082208333,11.2125,None
1787,2/12/23,124679,0,south chicago,41.74125,-87.55403,3.2718125,41.27638889,None
1788,2/12/23,39173,0,west lawn,41.76776,-87.73013,5.781843575,40.34078212,None
1789,2/12/23,7920,0,south lawndale,41.849483,-87.69537,11.24663624,37.90589888,None
1790,2/12/23,6546,1,lower west side,41.856613,-87.6818,1.696236111,23.43472222,None
1791,2/12/23,5774,0,south lawndale,41.840347,-87.73412,5.697398884,33.63319386,None
1792,2/12/23,8476,0,near south side,41.861206,-87.62989,5.577360483,54.17496229,None
1793,2/12/23,45359,1,west ridge,41.993645,-87.69304,1.547652778,14.64444444,None
1794,2/12/23,133664,1,near south side,41.8595,-87.6205,3.598229167,30.26944444,None
1795,2/12/23,3499,0,west town,41.892696,-87.68569,10.43311453,41.71368715,None
1796,2/12/23,45079,1,NA,42.0225,-87.76374,0.628180556,27.37222222,None
1797,2/12/23,52011,0,west town,41.911945,-87.66863,5.224326389,32.53333333,None
1798,2/12/23,140390,1,uptown,41.975258,-87.67274,0.850194444,24.33472222,None
1799,2/12/23,148029,0,irving park,41.9475,-87.71516,8.673513889,36.40347222,None
1800,2/12/23,137622,1,edgewater,41.998116,-87.65649,0.206689847,11.12239221,None
1801,2/12/23,96035,0,mckinley park,41.828648,-87.66791,4.334208333,40.25416667,None
1802,2/12/23,168725,1,uptown,41.9582,-87.65544,0.247833333,23.68888889,None
1803,2/12/23,109598,0,west town,41.89003,-87.65576,10.02023611,31.77361111,None
1804,2/12/23,124677,0,edgewater,41.99066,-87.66854,3.375548611,35.42083333,None
1805,2/12/23,151082,0,rogers park,41.998966,-87.65796,9.811849791,39.02642559,None
1806,2/12/23,4395,0,west ridge,41.99568,-87.69189,8.470962441,32.04694836,None
1807,2/12/23,43955,1,west ridge,41.993675,-87.6932,2.209243056,18.06111111,None
1808,2/12/23,151188,0,near north side,41.897343,-87.62692,9.648854167,30.67638889,None
1809,2/12/23,87741,0,west town,41.90011,-87.68288,10.04663889,35.33472222,None
1810,2/12/23,56135,0,humboldt park,41.902527,-87.73614,4.187777778,36.87638889,None
1811,2/12/23,124685,0,edgewater,41.991535,-87.6575,2446.418595,34.03755216,None
1812,2/12/23,124715,1,north park,41.980335,-87.71664,1.228555556,11.00972222,None
1813,2/12/23,128349,0,south deering,41.7118,-87.55293,2.557489569,42.37691238,None
1814,2/12/23,166645,1,near north side,41.897373,-87.627304,1.68475,13.475,None
1815,2/12/23,51933,0,jefferson park,41.981876,-87.7778,9.10747905,38.13547486,None
1816,2/12/23,57579,1,edgewater,41.991753,-87.657234,0.386652778,23.28055556,None
1817,2/12/23,120369,0,NA,41.79734,-87.876686,2.770069832,38.02932961,None
1818,2/12/23,124737,0,edgewater,41.994427,-87.66211,3.892990264,34.1418637,None
1819,2/12/23,124759,1,north park,41.98036,-87.716576,0.390820584,10.31293463,None
1820,2/12/23,124513,1,irving park,41.95386,-87.71078,2.179263889,20.09166667,None
1821,2/12/23,94003,0,mckinley park,41.824825,-87.675125,9.49512605,42.63305322,None
1822,2/12/23,96079,0,new city,41.81229,-87.66579,9.576413502,37.17018284,None
1823,2/12/23,140102,0,brighton park,41.82193,-87.69146,9.557253129,44.11196106,None
1824,2/12/23,150066,0,rogers park,42.00173,-87.658134,8.937385257,38.01808067,None
1825,2/12/23,101643,0,north park,41.980278,-87.71708,9.683602225,44.25869263,None
1826,2/12/23,4404,0,NA,42.02362,-87.76341,7.513513889,33.76944444,None
1827,2/13/23,133664,1,near south side,41.8595,-87.6205,5.326955307,28.95530726,Light
1828,2/13/23,124685,0,edgewater,41.991535,-87.6575,2489.103153,32.54027778,Light
1829,2/13/23,96035,0,mckinley park,41.828648,-87.66791,3.863777778,37.63055556,Light
1830,2/13/23,39173,0,west lawn,41.76776,-87.73013,4.997329624,36.79137691,Light
1831,2/13/23,5774,0,south lawndale,41.840347,-87.73412,4.536385794,30.32033426,Light
1832,2/13/23,124679,0,south chicago,41.74125,-87.55403,3.213847222,37.35694444,Light
1833,2/13/23,124513,1,irving park,41.95386,-87.71078,1.028066759,20.74130737,Light
1834,2/13/23,166645,1,near north side,41.897373,-87.627304,1.554152778,14.29722222,Light
1835,2/13/23,45359,1,west ridge,41.993645,-87.69304,0.828916667,15.90138889,Light
1836,2/13/23,3499,0,west town,41.892696,-87.68569,9.159021898,36.79270073,Light
1837,2/13/23,56135,0,humboldt park,41.902527,-87.73614,4.367784722,34.89444444,Light
1838,2/13/23,6546,1,lower west side,41.856613,-87.6818,2.03810585,23.27437326,Light
1839,2/13/23,151188,0,near north side,41.897343,-87.62692,9.380132867,32.40559441,Light
1840,2/13/23,124649,0,east side,41.68474,-87.53683,3.362256944,33.10138889,Light
1841,2/13/23,124677,0,edgewater,41.99066,-87.66854,3.5045625,33.71666667,Light
1842,2/13/23,140390,1,uptown,41.975258,-87.67274,0.560708333,24.35972222,Light
1843,2/13/23,168725,1,uptown,41.9582,-87.65544,0.289652295,23.38664812,Light
1844,2/13/23,148029,0,irving park,41.9475,-87.71516,7.466847222,34.96319444,Light
1845,2/13/23,137622,1,edgewater,41.998116,-87.65649,0.303824757,11.69958275,Light
1846,2/13/23,57579,1,edgewater,41.991753,-87.657234,0.408472222,23.64444444,Light
1847,2/13/23,87741,0,west town,41.90011,-87.68288,8.9978125,32.99722222,Light
1848,2/13/23,101643,0,north park,41.980278,-87.71708,7.93525,40.525,Light
1849,2/13/23,96079,0,new city,41.81229,-87.66579,9.669643357,33.50769231,Light
1850,2/13/23,45079,1,NA,42.0225,-87.76374,1.271430556,27.27361111,Light
1851,2/13/23,52011,0,west town,41.911945,-87.66863,4.349875,30.00277778,Light
1852,2/13/23,94003,0,mckinley park,41.824825,-87.675125,8.077104167,38.73958333,Light
1853,2/13/23,150066,0,rogers park,42.00173,-87.658134,8.192103064,36.86629526,Light
1854,2/13/23,8476,0,near south side,41.861206,-87.62989,5.071692201,50.60027855,Light
1855,2/13/23,43955,1,west ridge,41.993675,-87.6932,2.346540616,19.33403361,Light
1856,2/13/23,4395,0,west ridge,41.99568,-87.69189,6.661479167,27.37916667,Light
1857,2/13/23,109598,0,west town,41.89003,-87.65576,9.693205841,30.3783032,Light
1858,2/13/23,51933,0,jefferson park,41.981876,-87.7778,7.79781337,35.18941504,Light
1859,2/13/23,128349,0,south deering,41.7118,-87.55293,2.050791667,37.76111111,Light
1860,2/13/23,140102,0,brighton park,41.82193,-87.69146,8.026009749,40.50766017,Light
1861,2/13/23,151082,0,rogers park,41.998966,-87.65796,9.255201389,38.68194444,Light
1862,2/13/23,36901,1,loop,41.88437,-87.61652,2.821048611,11.32361111,Light
1863,2/13/23,7920,0,south lawndale,41.849483,-87.69537,8.873164117,34.64673157,Light
1864,2/13/23,124715,1,north park,41.980335,-87.71664,1.015805556,11.90277778,Light
1865,2/13/23,120369,0,NA,41.79734,-87.876686,2.995854342,35.84173669,Light
1866,2/13/23,4404,0,NA,42.02362,-87.76341,6.420486111,32.04305556,Light
1867,2/13/23,124759,1,north park,41.98036,-87.716576,0.423597222,11.19861111,Light
1868,2/13/23,124737,0,edgewater,41.994427,-87.66211,3.031166667,32.68472222,Light
1869,2/14/23,109598,0,west town,41.89003,-87.65576,11.36929167,32.68333333,None
1870,2/14/23,51933,0,jefferson park,41.981876,-87.7778,15.21997905,41.56005587,None
1871,2/14/23,133664,1,near south side,41.8595,-87.6205,3.535722222,31.45277778,None
1872,2/14/23,56135,0,humboldt park,41.902527,-87.73614,6.47770922,38.55602837,None
1873,2/14/23,57579,1,edgewater,41.991753,-87.657234,0.312333333,24.24305556,None
1874,2/14/23,166645,1,near north side,41.897373,-87.627304,2.297527778,15.19305556,None
1875,2/14/23,5774,0,south lawndale,41.840347,-87.73412,6.61834728,35.69037657,None
1876,2/14/23,124649,0,east side,41.68474,-87.53683,3.105737135,40.6286509,None
1877,2/14/23,128349,0,south deering,41.7118,-87.55293,3.555048747,42.71030641,None
1878,2/14/23,96079,0,new city,41.81229,-87.66579,11.07913194,37.95,None
1879,2/14/23,124715,1,north park,41.980335,-87.71664,2.121458333,13.20972222,None
1880,2/14/23,124759,1,north park,41.98036,-87.716576,1.116319444,12.32083333,None
1881,2/14/23,124679,0,south chicago,41.74125,-87.55403,8.711613352,42.26425591,None
1882,2/14/23,4395,0,west ridge,41.99568,-87.69189,9.48962482,35.002886,None
1883,2/14/23,148029,0,irving park,41.9475,-87.71516,10.30988873,38.84214186,None
1884,2/14/23,150066,0,rogers park,42.00173,-87.658134,10.36345886,44.29009763,None
1885,2/14/23,120369,0,NA,41.79734,-87.876686,3.644946809,43.76808511,None
1886,2/14/23,3499,0,west town,41.892696,-87.68569,13.01396688,43.06309148,None
1887,2/14/23,124513,1,irving park,41.95386,-87.71078,1.281680556,21.25833333,None
1888,2/14/23,140102,0,brighton park,41.82193,-87.69146,10.80046657,45.19359331,None
1889,2/14/23,36901,1,loop,41.88437,-87.61652,2.808795265,12.41225627,None
1890,2/14/23,39173,0,west lawn,41.76776,-87.73013,6.327152778,42.23472222,None
1891,2/14/23,137622,1,edgewater,41.998116,-87.65649,0.97051532,12.11281337,None
1892,2/14/23,96035,0,mckinley park,41.828648,-87.66791,5.587131944,41.1,None
1893,2/14/23,4404,0,NA,42.02362,-87.76341,10.22795833,37.15555556,None
1894,2/14/23,94003,0,mckinley park,41.824825,-87.675125,12.74306564,43.66410615,None
1895,2/14/23,87741,0,west town,41.90011,-87.68288,11.90022949,36.52294854,None
1896,2/14/23,124677,0,edgewater,41.99066,-87.66854,5.119076389,37.99583333,None
1897,2/14/23,124685,0,edgewater,41.991535,-87.6575,2497.570313,40.20833333,None
1898,2/14/23,45359,1,west ridge,41.993645,-87.69304,1.868291667,17.19027778,None
1899,2/14/23,140390,1,uptown,41.975258,-87.67274,1.242934631,24.0945758,None
1900,2/14/23,6546,1,lower west side,41.856613,-87.6818,1.635417827,23.36629526,None
1901,2/14/23,8476,0,near south side,41.861206,-87.62989,6.243283046,53.02298851,None
1902,2/14/23,101643,0,north park,41.980278,-87.71708,9.872468707,44.74130737,None
1903,2/14/23,43955,1,west ridge,41.993675,-87.6932,2.224853964,20.94367177,None
1904,2/14/23,124737,0,edgewater,41.994427,-87.66211,4.894543539,39.04213483,None
1905,2/14/23,45079,1,NA,42.0225,-87.76374,1.470125,27.73888889,None
1906,2/14/23,151082,0,rogers park,41.998966,-87.65796,11.59881944,44.84722222,None
1907,2/14/23,7920,0,south lawndale,41.849483,-87.69537,13.06826389,37.87083333,None
1908,2/14/23,151188,0,near north side,41.897343,-87.62692,9.584326389,31.83888889,None
1909,2/14/23,52011,0,west town,41.911945,-87.66863,5.389618056,32.69861111,None
1910,2/14/23,168725,1,uptown,41.9582,-87.65544,0.223830084,23.25626741,None
1911,2/15/23,128349,0,south deering,41.7118,-87.55293,1.614930556,52.42083333,None
1912,2/15/23,43955,1,west ridge,41.993675,-87.6932,2.574471488,23.22670376,None
1913,2/15/23,8476,0,near south side,41.861206,-87.62989,4.476668985,99.60083449,None
1914,2/15/23,96035,0,mckinley park,41.828648,-87.66791,3.3500625,61.56388889,None
1915,2/15/23,151082,0,rogers park,41.998966,-87.65796,7.3249375,61.14722222,None
1916,2/15/23,137622,1,edgewater,41.998116,-87.65649,0.576430556,16.46805556,None
1917,2/15/23,124685,0,edgewater,41.991535,-87.6575,2495.678116,56.81652661,None
1918,2/15/23,52011,0,west town,41.911945,-87.66863,3.555590278,50.07638889,None
1919,2/15/23,124679,0,south chicago,41.74125,-87.55403,2.536787204,56.84005563,None
1920,2/15/23,5774,0,south lawndale,41.840347,-87.73412,3.765841446,52.67732962,None
1921,2/15/23,124513,1,irving park,41.95386,-87.71078,0.726152778,22.97638889,None
1922,2/15/23,56135,0,humboldt park,41.902527,-87.73614,3.775402778,55.94305556,None
1923,2/15/23,57579,1,edgewater,41.991753,-87.657234,0.791055556,26.71527778,None
1924,2/15/23,168725,1,uptown,41.9582,-87.65544,0.249860724,25.07103064,None
1925,2/15/23,166645,1,near north side,41.897373,-87.627304,1.562375,21.80833333,None
1926,2/15/23,36901,1,loop,41.88437,-87.61652,1.817965278,18.46805556,None
1927,2/15/23,3499,0,west town,41.892696,-87.68569,7.617213115,63.87630402,None
1928,2/15/23,124677,0,edgewater,41.99066,-87.66854,2.092354167,55.55,None
1929,2/15/23,4404,0,NA,42.02362,-87.76341,6.183243056,62.3375,None
1930,2/15/23,101643,0,north park,41.980278,-87.71708,7.824805014,73.1281337,None
1931,2/15/23,39173,0,west lawn,41.76776,-87.73013,3.809798331,62.78164117,None
1932,2/15/23,124759,1,north park,41.98036,-87.716576,0.339137691,19.02642559,None
1933,2/15/23,124715,1,north park,41.980335,-87.71664,0.849444444,20.08194444,None
1934,2/15/23,7920,0,south lawndale,41.849483,-87.69537,7.427810321,57.70432357,None
1935,2/15/23,120369,0,NA,41.79734,-87.876686,2.243206215,56.44067797,None
1936,2/15/23,148029,0,irving park,41.9475,-87.71516,6.336253482,61.03969359,None
1937,2/15/23,140102,0,brighton park,41.82193,-87.69146,6.656430556,66.45138889,None
1938,2/15/23,45359,1,west ridge,41.993645,-87.69304,0.735486111,19.20555556,None
1939,2/15/23,140390,1,uptown,41.975258,-87.67274,0.809736111,27.23055556,None
1940,2/15/23,133664,1,near south side,41.8595,-87.6205,2.683513889,53.52638889,None
1941,2/15/23,94003,0,mckinley park,41.824825,-87.675125,7.366884669,61.43811533,None
1942,2/15/23,151188,0,near north side,41.897343,-87.62692,8.279373259,50.78830084,None
1943,2/15/23,4395,0,west ridge,41.99568,-87.69189,5.889908953,60.73292868,None
1944,2/15/23,6546,1,lower west side,41.856613,-87.6818,1.369107392,26.958159,None
1945,2/15/23,51933,0,jefferson park,41.981876,-87.7778,7.114572829,58.99019608,None
1946,2/15/23,109598,0,west town,41.89003,-87.65576,8.341305556,52.80555556,None
1947,2/15/23,124737,0,edgewater,41.994427,-87.66211,2.247173611,57.5375,None
1948,2/15/23,87741,0,west town,41.90011,-87.68288,8.387346797,59.64902507,None
1949,2/15/23,124649,0,east side,41.68474,-87.53683,3.606522949,56.94993046,None
1950,2/15/23,96079,0,new city,41.81229,-87.66579,7.386251748,56.92587413,None
1951,2/15/23,45079,1,NA,42.0225,-87.76374,2.573977747,29.31015299,None
1952,2/15/23,150066,0,rogers park,42.00173,-87.658134,7.09174548,63.7232267,None
1953,2/16/23,96079,0,new city,41.81229,-87.66579,6.392194444,61.33888889,None
1954,2/16/23,4395,0,west ridge,41.99568,-87.69189,3.137855153,56.97771588,None
1955,2/16/23,52011,0,west town,41.911945,-87.66863,3.994916551,55.08901252,None
1956,2/16/23,124679,0,south chicago,41.74125,-87.55403,2.635430556,63.09305556,None
1957,2/16/23,124649,0,east side,41.68474,-87.53683,1.986552925,61.44289694,None
1958,2/16/23,7920,0,south lawndale,41.849483,-87.69537,5.429518156,57.84357542,None
1959,2/16/23,36901,1,loop,41.88437,-87.61652,1.454269819,16.34075104,None
1960,2/16/23,120369,0,NA,41.79734,-87.876686,1.390591099,58.40055633,None
1961,2/16/23,39173,0,west lawn,41.76776,-87.73013,5.317645833,62.93888889,None
1962,2/16/23,168725,1,uptown,41.9582,-87.65544,0.040361613,25.95132128,None
1963,2/16/23,43955,1,west ridge,41.993675,-87.6932,1.044847222,22.10763889,None
1964,2/16/23,96035,0,mckinley park,41.828648,-87.66791,2.7895758,64.57162726,None
1965,2/16/23,124677,0,edgewater,41.99066,-87.66854,0.89,59.08888889,None
1966,2/16/23,56135,0,humboldt park,41.902527,-87.73614,2.3593125,66.50416667,None
1967,2/16/23,5774,0,south lawndale,41.840347,-87.73412,2.982219888,55.41176471,None
1968,2/16/23,124685,0,edgewater,41.991535,-87.6575,2383.17086,60.34555712,None
1969,2/16/23,109598,0,west town,41.89003,-87.65576,5.997208333,52.51111111,None
1970,2/16/23,151188,0,near north side,41.897343,-87.62692,4.899111111,59.32638889,None
1971,2/16/23,124513,1,irving park,41.95386,-87.71078,0.679375,23.94444444,None
1972,2/16/23,124715,1,north park,41.980335,-87.71664,0.155194444,15.11527778,None
1973,2/16/23,94003,0,mckinley park,41.824825,-87.675125,6.029760174,66.90552326,None
1974,2/16/23,133664,1,near south side,41.8595,-87.6205,1.445472222,52.96944444,None
1975,2/16/23,57579,1,edgewater,41.991753,-87.657234,1.164263889,25.71527778,None
1976,2/16/23,140102,0,brighton park,41.82193,-87.69146,5.567196653,70.85704324,None
1977,2/16/23,3499,0,west town,41.892696,-87.68569,7.309042105,65.50315789,None
1978,2/16/23,166645,1,near north side,41.897373,-87.627304,0.602103064,21.19777159,None
1979,2/16/23,148029,0,irving park,41.9475,-87.71516,4.298097222,59.32291667,None
1980,2/16/23,4404,0,NA,42.02362,-87.76341,2.628277778,58.34305556,None
1981,2/16/23,151082,0,rogers park,41.998966,-87.65796,4.830965278,69.07361111,None
1982,2/16/23,150066,0,rogers park,42.00173,-87.658134,3.854066011,64.73033708,None
1983,2/16/23,8476,0,near south side,41.861206,-87.62989,2.326194134,100,None
1984,2/16/23,128349,0,south deering,41.7118,-87.55293,1.506541667,56.81111111,None
1985,2/16/23,45359,1,west ridge,41.993645,-87.69304,0.171446453,17.5674548,None
1986,2/16/23,51933,0,jefferson park,41.981876,-87.7778,4.436742313,61.57540264,None
1987,2/16/23,140390,1,uptown,41.975258,-87.67274,0.598309859,27.35492958,None
1988,2/16/23,137622,1,edgewater,41.998116,-87.65649,0.153031989,14.33379694,None
1989,2/16/23,101643,0,north park,41.980278,-87.71708,4.783826389,81.63888889,None
1990,2/16/23,87741,0,west town,41.90011,-87.68288,5.68172028,59.93286713,None
1991,2/16/23,45079,1,NA,42.0225,-87.76374,0.680486111,29.17222222,None
1992,2/16/23,124737,0,edgewater,41.994427,-87.66211,0.725605007,60.19471488,None
1993,2/16/23,124759,1,north park,41.98036,-87.716576,0.008819444,14.35138889,None
1994,2/16/23,6546,1,lower west side,41.856613,-87.6818,2.432980501,24.25348189,None
1995,2/17/23,56135,0,humboldt park,41.902527,-87.73614,2.773243832,59.41364296,None
1996,2/17/23,168725,1,uptown,41.9582,-87.65544,0.421527778,23.92361111,None
1997,2/17/23,133664,1,near south side,41.8595,-87.6205,0.024214186,46.15855355,None
1998,2/17/23,109598,0,west town,41.89003,-87.65576,3.278291667,43.15,None
1999,2/17/23,101643,0,north park,41.980278,-87.71708,2.173256944,65.94583333,None
2000,2/17/23,137622,1,edgewater,41.998116,-87.65649,0.102263889,11.2375,None
2001,2/17/23,150066,0,rogers park,42.00173,-87.658134,1.962876045,53.81058496,None
2002,2/17/23,124677,0,edgewater,41.99066,-87.66854,0.327844228,51.08066759,None
2003,2/17/23,52011,0,west town,41.911945,-87.66863,1.371022253,47.11265647,None
2004,2/17/23,124513,1,irving park,41.95386,-87.71078,0.350194444,22.6375,None
2005,2/17/23,8476,0,near south side,41.861206,-87.62989,1.998484637,85.8603352,None
2006,2/17/23,4395,0,west ridge,41.99568,-87.69189,1.413050987,44.67434211,None
2007,2/17/23,124737,0,edgewater,41.994427,-87.66211,0.001794872,53.15954416,None
2008,2/17/23,124715,1,north park,41.980335,-87.71664,0.059694019,10.71766342,None
2009,2/17/23,39173,0,west lawn,41.76776,-87.73013,1.66678025,53.86091794,None
2010,2/17/23,45079,1,NA,42.0225,-87.76374,0.237097222,27.84861111,None
2011,2/17/23,45359,1,west ridge,41.993645,-87.69304,0.271958333,15.63888889,None
2012,2/17/23,120369,0,NA,41.79734,-87.876686,0.004854167,52.91944444,None
2013,2/17/23,96079,0,new city,41.81229,-87.66579,3.341084507,51.00422535,None
2014,2/17/23,57579,1,edgewater,41.991753,-87.657234,2.14,24.50277778,None
2015,2/17/23,140102,0,brighton park,41.82193,-87.69146,2.059700974,63.89429764,None
2016,2/17/23,4404,0,NA,42.02362,-87.76341,1.172364395,51.0472879,None
2017,2/17/23,151188,0,near north side,41.897343,-87.62692,4.117318436,52.98603352,None
2018,2/17/23,124759,1,north park,41.98036,-87.716576,5.56E-05,10.36111111,None
2019,2/17/23,94003,0,mckinley park,41.824825,-87.675125,2.456198288,54.98145506,None
2020,2/17/23,128349,0,south deering,41.7118,-87.55293,0.034743056,51.33333333,None
2021,2/17/23,36901,1,loop,41.88437,-87.61652,1.038674614,14.49649369,None
2022,2/17/23,5774,0,south lawndale,41.840347,-87.73412,1.370941423,46.50069735,None
2023,2/17/23,166645,1,near north side,41.897373,-87.627304,0.482698192,18.581363,None
2024,2/17/23,87741,0,west town,41.90011,-87.68288,3.357193593,51.64623955,None
2025,2/17/23,124649,0,east side,41.68474,-87.53683,0.038045897,52.01808067,None
2026,2/17/23,7920,0,south lawndale,41.849483,-87.69537,2.431086957,51.77279102,None
2027,2/17/23,43955,1,west ridge,41.993675,-87.6932,0.371777778,19.3625,None
2028,2/17/23,3499,0,west town,41.892696,-87.68569,3.129092527,56.55338078,None
2029,2/17/23,148029,0,irving park,41.9475,-87.71516,2.41031337,51.40947075,None
2030,2/17/23,124685,0,edgewater,41.991535,-87.6575,2237.402056,51.64475524,None
2031,2/17/23,51933,0,jefferson park,41.981876,-87.7778,2.261916667,52.18055556,None
2032,2/17/23,96035,0,mckinley park,41.828648,-87.66791,1.180763889,59.79027778,None
2033,2/17/23,124679,0,south chicago,41.74125,-87.55403,0.044040334,54.68011127,None
2034,2/17/23,41581,0,near west side,41.861,-87.6632,1.303489011,98.35714286,None
2035,2/17/23,151082,0,rogers park,41.998966,-87.65796,0.241582278,78.88607595,None
2036,2/17/23,140390,1,uptown,41.975258,-87.67274,0.180152778,24.83611111,None
2037,2/17/23,6546,1,lower west side,41.856613,-87.6818,1.52235376,21.41086351,None
2038,2/18/23,96079,0,new city,41.81229,-87.66579,6.816084165,43.83880171,None
2039,2/18/23,4395,0,west ridge,41.99568,-87.69189,6.065020891,37.78830084,None
2040,2/18/23,140102,0,brighton park,41.82193,-87.69146,6.645404463,53.9735007,None
2041,2/18/23,51933,0,jefferson park,41.981876,-87.7778,9.816729167,46.78055556,None
2042,2/18/23,124677,0,edgewater,41.99066,-87.66854,2.00325,44.22638889,None
2043,2/18/23,120369,0,NA,41.79734,-87.876686,1.252364395,44.45340751,None
2044,2/18/23,124715,1,north park,41.980335,-87.71664,0.482347222,10.19305556,None
2045,2/18/23,150066,0,rogers park,42.00173,-87.658134,7.686128134,50.27019499,None
2046,2/18/23,133664,1,near south side,41.8595,-87.6205,1.932944444,40.11666667,None
2047,2/18/23,56135,0,humboldt park,41.902527,-87.73614,4.103270572,46.76987448,None
2048,2/18/23,168725,1,uptown,41.9582,-87.65544,0.296944444,19.8875,None
2049,2/18/23,3499,0,west town,41.892696,-87.68569,9.268383743,50.62381853,None
2050,2/18/23,124759,1,north park,41.98036,-87.716576,0.038625,9.502777778,None
2051,2/18/23,109598,0,west town,41.89003,-87.65576,7.872902778,40.07777778,None
2052,2/18/23,57579,1,edgewater,41.991753,-87.657234,2.984756606,24.45479833,None
2053,2/18/23,94003,0,mckinley park,41.824825,-87.675125,6.949505814,48.69985465,None
2054,2/18/23,128349,0,south deering,41.7118,-87.55293,0.862955494,45.56189152,None
2055,2/18/23,124737,0,edgewater,41.994427,-87.66211,1.76298752,43.96099844,None
2056,2/18/23,52011,0,west town,41.911945,-87.66863,4.337854167,41.06388889,None
2057,2/18/23,7920,0,south lawndale,41.849483,-87.69537,7.586522346,46.29748603,None
2058,2/18/23,96035,0,mckinley park,41.828648,-87.66791,3.342743056,49.7,None
2059,2/18/23,137622,1,edgewater,41.998116,-87.65649,0.272479109,9.22005571,None
2060,2/18/23,124685,0,edgewater,41.991535,-87.6575,2287.602704,44.41151685,None
2061,2/18/23,124513,1,irving park,41.95386,-87.71078,0.654611111,20.72361111,None
2062,2/18/23,101643,0,north park,41.980278,-87.71708,8.1353125,56.82083333,None
2063,2/18/23,45079,1,NA,42.0225,-87.76374,0.789819444,27.14305556,None
2064,2/18/23,36901,1,loop,41.88437,-87.61652,1.172708333,12.68194444,None
2065,2/18/23,8476,0,near south side,41.861206,-87.62989,3.856300417,79.50347705,None
